Id;u_min;u_max;u_mean;sentiment;Cat;Label
p0;1;1;1.0;;pid;p0
p1;4;4;4.0;;pid;p1
p10;13;13;13.0;;pid;p10
p100;6;6;6.0;;pid;p100
p1000;2;2;2.0;;pid;p1000
p1001;6;6;6.0;;pid;p1001
p1002;9;9;9.0;;pid;p1002
p1003;29;29;29.0;;pid;p1003
p1004;3;16;11.67;;pid;p1004
p1005;3;31;17.0;;pid;p1005
p1006;-2;7;2.5;;pid;p1006
p1007;2;6;4.33;;pid;p1007
p1008;21;80;55.0;;pid;p1008
p1009;12;12;12.0;;pid;p1009
p101;19;19;19.0;;pid;p101
p1010;29;29;29.0;;pid;p1010
p1011;3;26;10.0;;pid;p1011
p1012;18;18;18.0;;pid;p1012
p1013;1;1;1.0;0.0;pid;p1013
p1014;1;11;6.0;0.0;pid;p1014
p1015;3;3;3.0;1.0;pid;p1015
p1016;5;5;5.0;1.0;pid;p1016
p1017;3;14;9.0;1.0;pid;p1017
p1018;5;14;9.5;1.0;pid;p1018
p1019;5;5;5.0;0.0;pid;p1019
p102;14;14;14.0;0.0;pid;p102
p1020;4;4;4.0;;pid;p1020
p1021;1;1;1.0;1.0;pid;p1021
p1022;3;3;3.0;0.0;pid;p1022
p1023;1;1;1.0;0.0;pid;p1023
p1024;2;2;2.0;1.0;pid;p1024
p1025;4;9;6.5;;pid;p1025
p1026;5;5;5.0;;pid;p1026
p1027;1;1;1.0;;pid;p1027
p1028;3;3;3.0;;pid;p1028
p1029;2;2;2.0;0.0;pid;p1029
p103;1;3;2.0;0.0;pid;p103
p1030;1;1;1.0;;pid;p1030
p1031;3;3;3.0;2.0;pid;p1031
p1032;1;1;1.0;1.0;pid;p1032
p1033;1;1;1.0;;pid;p1033
p1034;2;2;2.0;;pid;p1034
p1035;1;1;1.0;;pid;p1035
p1036;1;1;1.0;0.0;pid;p1036
p1037;2;2;2.0;1.0;pid;p1037
p1038;10;10;10.0;;pid;p1038
p1039;0;16;8.0;;pid;p1039
p104;-4;-4;-4.0;;pid;p104
p1040;12;12;12.0;;pid;p1040
p1041;4;4;4.0;;pid;p1041
p1042;3;13;9.5;2.0;pid;p1042
p1043;4;4;4.0;1.0;pid;p1043
p1044;3;3;3.0;0.0;pid;p1044
p1045;1;12;6.5;2.0;pid;p1045
p1046;3;3;3.0;1.0;pid;p1046
p1047;1;12;6.5;1.0;pid;p1047
p1048;6;6;6.0;;pid;p1048
p1049;-6;3;-1.5;;pid;p1049
p105;5;7;6.0;2.0;pid;p105
p1050;2;2;2.0;;pid;p1050
p1051;-2;-2;-2.0;1.0;pid;p1051
p1052;19;19;19.0;;pid;p1052
p1053;15;15;15.0;2.0;pid;p1053
p1054;17;17;17.0;1.0;pid;p1054
p1055;2;2;2.0;0.0;pid;p1055
p1056;5;5;5.0;1.0;pid;p1056
p1057;1;6;3.0;0.0;pid;p1057
p1058;1;1;1.0;1.0;pid;p1058
p1059;2;2;2.0;1.0;pid;p1059
p106;1;1;1.0;1.0;pid;p106
p1060;1;1;1.0;0.0;pid;p1060
p1061;1;1;1.0;0.0;pid;p1061
p1062;3;3;3.0;1.0;pid;p1062
p1063;1;1;1.0;0.0;pid;p1063
p1064;1;1;1.0;1.0;pid;p1064
p1065;3;3;3.0;;pid;p1065
p1066;3;3;3.0;2.0;pid;p1066
p1067;3;3;3.0;0.0;pid;p1067
p1068;2;46;24.0;2.0;pid;p1068
p1069;0;26;9.25;2.0;pid;p1069
p107;-1;0;-0.5;;pid;p107
p1070;3;3;3.0;2.0;pid;p1070
p1071;-7;-7;-7.0;;pid;p1071
p1072;3;3;3.0;;pid;p1072
p1073;4;4;4.0;;pid;p1073
p1074;5;5;5.0;0.0;pid;p1074
p1075;2;2;2.0;1.0;pid;p1075
p1076;2;2;2.0;1.0;pid;p1076
p1077;2;2;2.0;;pid;p1077
p1078;-1;-1;-1.0;0.0;pid;p1078
p1079;2;2;2.0;0.0;pid;p1079
p108;0;2;1.0;1.0;pid;p108
p1080;-2;1;-0.5;2.0;pid;p1080
p1081;1;1;1.0;0.0;pid;p1081
p1082;17;17;17.0;1.0;pid;p1082
p1083;2;2;2.0;1.0;pid;p1083
p1084;1;1;1.0;0.0;pid;p1084
p1085;1;1;1.0;0.0;pid;p1085
p1086;1;1;1.0;;pid;p1086
p1087;2;2;2.0;;pid;p1087
p1088;1;1;1.0;;pid;p1088
p1089;1;1;1.0;;pid;p1089
p109;0;87;31.67;0.0;pid;p109
p1090;2;2;2.0;0.0;pid;p1090
p1091;-1;-1;-1.0;2.0;pid;p1091
p1092;3;3;3.0;0.0;pid;p1092
p1093;1;1;1.0;0.0;pid;p1093
p1094;1;1;1.0;;pid;p1094
p1095;2;2;2.0;;pid;p1095
p1096;6;6;6.0;;pid;p1096
p1097;5;5;5.0;0.0;pid;p1097
p1098;0;0;0.0;0.0;pid;p1098
p1099;3;3;3.0;;pid;p1099
p11;1;1;1.0;;pid;p11
p110;1;1;1.0;1.0;pid;p110
p1100;3;40;21.5;;pid;p1100
p1101;-1;20;10.25;;pid;p1101
p1102;0;0;0.0;0.0;pid;p1102
p1103;6;6;6.0;2.0;pid;p1103
p1104;4;4;4.0;2.0;pid;p1104
p1105;3;3;3.0;2.0;pid;p1105
p1106;2;7;4.5;0.0;pid;p1106
p1107;4;4;4.0;;pid;p1107
p1108;2;2;2.0;0.0;pid;p1108
p1109;2;2;2.0;1.0;pid;p1109
p111;-9;258;52.09;;pid;p111
p1110;3;21;9.67;;pid;p1110
p1111;7;7;7.0;0.0;pid;p1111
p1112;7;37;22.0;0.0;pid;p1112
p1113;17;17;17.0;2.0;pid;p1113
p1114;3;3;3.0;2.0;pid;p1114
p1115;5;5;5.0;0.0;pid;p1115
p1116;2;2;2.0;2.0;pid;p1116
p1117;2;2;2.0;2.0;pid;p1117
p1118;2;2;2.0;0.0;pid;p1118
p1119;2;2;2.0;1.0;pid;p1119
p112;7;23;13.33;2.0;pid;p112
p1120;3;3;3.0;1.0;pid;p1120
p1121;2;2;2.0;0.0;pid;p1121
p1122;3;3;3.0;2.0;pid;p1122
p1123;22;22;22.0;1.0;pid;p1123
p1124;2;2;2.0;2.0;pid;p1124
p1125;40;40;40.0;1.0;pid;p1125
p1126;6;6;6.0;2.0;pid;p1126
p1127;3;3;3.0;2.0;pid;p1127
p1128;0;0;0.0;0.0;pid;p1128
p1129;2;2;2.0;;pid;p1129
p113;27;27;27.0;0.0;pid;p113
p1130;7;7;7.0;;pid;p1130
p1131;2;2;2.0;;pid;p1131
p1132;3;4;3.5;0.0;pid;p1132
p1133;1;1;1.0;;pid;p1133
p1134;-1;-1;-1.0;1.0;pid;p1134
p1135;12;12;12.0;;pid;p1135
p1136;6;6;6.0;2.0;pid;p1136
p1137;10;10;10.0;;pid;p1137
p1138;3;3;3.0;;pid;p1138
p1139;2;2;2.0;;pid;p1139
p114;1;1;1.0;;pid;p114
p1140;5;5;5.0;;pid;p1140
p1141;1;1;1.0;1.0;pid;p1141
p1142;2;2;2.0;0.0;pid;p1142
p1143;1;1;1.0;1.0;pid;p1143
p1144;2;2;2.0;0.0;pid;p1144
p1145;1;1;1.0;;pid;p1145
p1146;1;1;1.0;;pid;p1146
p1147;1;1;1.0;2.0;pid;p1147
p1148;2;2;2.0;;pid;p1148
p1149;3;3;3.0;;pid;p1149
p115;-3;-3;-3.0;;pid;p115
p1150;1;1;1.0;2.0;pid;p1150
p1151;0;0;0.0;0.0;pid;p1151
p1152;6;52;29.0;;pid;p1152
p1153;-12;-12;-12.0;0.0;pid;p1153
p1154;2;2;2.0;1.0;pid;p1154
p1155;5;5;5.0;1.0;pid;p1155
p1156;1;10;5.5;;pid;p1156
p1157;9;9;9.0;1.0;pid;p1157
p1158;-7;-7;-7.0;;pid;p1158
p1159;1;4;2.33;;pid;p1159
p116;0;0;0.0;;pid;p116
p1160;1;8;4.5;;pid;p1160
p1161;1;8;4.5;;pid;p1161
p1162;8;8;8.0;;pid;p1162
p1163;5;5;5.0;;pid;p1163
p1164;9;9;9.0;;pid;p1164
p1165;-3;-3;-3.0;;pid;p1165
p1166;0;3;1.33;;pid;p1166
p1167;-7;-7;-7.0;;pid;p1167
p1168;8;8;8.0;;pid;p1168
p1169;2;10;6.0;;pid;p1169
p117;-4;87;41.5;1.0;pid;p117
p1170;4;4;4.0;1.0;pid;p1170
p1171;9;9;9.0;2.0;pid;p1171
p1172;0;0;0.0;;pid;p1172
p1173;3;3;3.0;0.0;pid;p1173
p1174;5;5;5.0;0.0;pid;p1174
p1175;3;3;3.0;;pid;p1175
p1176;0;0;0.0;;pid;p1176
p1177;3;3;3.0;;pid;p1177
p1178;1;1;1.0;;pid;p1178
p1179;1;1;1.0;;pid;p1179
p118;-92;25;-21.0;;pid;p118
p1180;7;7;7.0;;pid;p1180
p1181;7;14;10.5;;pid;p1181
p1182;1;2;1.5;;pid;p1182
p1183;7;10;8.5;1.0;pid;p1183
p1184;3;3;3.0;0.0;pid;p1184
p1185;2;2;2.0;1.0;pid;p1185
p1186;2;3;2.5;;pid;p1186
p1187;7;7;7.0;;pid;p1187
p1188;5;5;5.0;;pid;p1188
p1189;3;3;3.0;;pid;p1189
p119;7;61;25.33;;pid;p119
p1190;1;1;1.0;;pid;p1190
p1191;2;3;2.5;1.0;pid;p1191
p1192;1;1;1.0;2.0;pid;p1192
p1193;1;1;1.0;0.0;pid;p1193
p1194;10;10;10.0;1.0;pid;p1194
p1195;9;9;9.0;1.0;pid;p1195
p1196;3;3;3.0;1.0;pid;p1196
p1197;2;2;2.0;0.0;pid;p1197
p1198;7;7;7.0;1.0;pid;p1198
p1199;2;2;2.0;2.0;pid;p1199
p12;3;3;3.0;0.0;pid;p12
p120;-66;1;-32.5;0.0;pid;p120
p1200;5;5;5.0;1.0;pid;p1200
p1201;1;2;1.5;1.0;pid;p1201
p1202;-1;9;4.0;1.0;pid;p1202
p1203;4;4;4.0;2.0;pid;p1203
p1204;2;2;2.0;0.0;pid;p1204
p1205;9;70;33.0;2.0;pid;p1205
p1206;11;11;11.0;0.0;pid;p1206
p1207;11;11;11.0;1.0;pid;p1207
p1208;3;3;3.0;2.0;pid;p1208
p1209;2;2;2.0;0.0;pid;p1209
p121;3;32;12.67;1.0;pid;p121
p1210;-2;-2;-2.0;;pid;p1210
p1211;18;18;18.0;;pid;p1211
p1212;40;113;76.5;;pid;p1212
p1213;9;9;9.0;1.0;pid;p1213
p1214;11;11;11.0;0.0;pid;p1214
p1215;19;19;19.0;2.0;pid;p1215
p1216;8;8;8.0;;pid;p1216
p1217;4;4;4.0;0.0;pid;p1217
p1218;4;4;4.0;;pid;p1218
p1219;2;25;16.0;;pid;p1219
p122;-5;-5;-5.0;0.0;pid;p122
p1220;38;38;38.0;0.0;pid;p1220
p1221;10;10;10.0;;pid;p1221
p1222;29;29;29.0;;pid;p1222
p1223;-42;-42;-42.0;0.0;pid;p1223
p1224;10;10;10.0;0.0;pid;p1224
p1225;1;1;1.0;;pid;p1225
p1226;1;1;1.0;1.0;pid;p1226
p1227;25;25;25.0;;pid;p1227
p1228;-36;3;-16.5;;pid;p1228
p1229;10;10;10.0;;pid;p1229
p123;-21;-21;-21.0;;pid;p123
p1230;2;2;2.0;0.0;pid;p1230
p1231;4;4;4.0;1.0;pid;p1231
p1232;8;8;8.0;0.0;pid;p1232
p1233;1;10;5.5;;pid;p1233
p1234;2;2;2.0;1.0;pid;p1234
p1235;5;5;5.0;;pid;p1235
p1236;3;3;3.0;;pid;p1236
p1237;1;1;1.0;;pid;p1237
p1238;2;2;2.0;1.0;pid;p1238
p1239;2;2;2.0;;pid;p1239
p124;14;14;14.0;;pid;p124
p1240;1;1;1.0;0.0;pid;p1240
p1241;1;1;1.0;0.0;pid;p1241
p1242;1;1;1.0;0.0;pid;p1242
p1243;2;2;2.0;1.0;pid;p1243
p1244;4;10;7.0;1.0;pid;p1244
p1245;9;9;9.0;;pid;p1245
p1246;1;1;1.0;;pid;p1246
p1247;1;1;1.0;1.0;pid;p1247
p1248;-3;-3;-3.0;2.0;pid;p1248
p1249;-66;-66;-66.0;1.0;pid;p1249
p125;20;24;22.0;2.0;pid;p125
p1250;1;133;39.25;1.0;pid;p1250
p1251;7;76;28.5;0.0;pid;p1251
p1252;36;36;36.0;1.0;pid;p1252
p1253;42;42;42.0;1.0;pid;p1253
p1254;3;3;3.0;2.0;pid;p1254
p1255;12;12;12.0;1.0;pid;p1255
p1256;1;7;4.0;2.0;pid;p1256
p1257;1;45;17.67;1.0;pid;p1257
p1258;0;0;0.0;1.0;pid;p1258
p1259;16;16;16.0;0.0;pid;p1259
p126;52;52;52.0;1.0;pid;p126
p1260;0;22;11.0;1.0;pid;p1260
p1261;-17;-17;-17.0;0.0;pid;p1261
p1262;1;1;1.0;2.0;pid;p1262
p1263;9;9;9.0;1.0;pid;p1263
p1264;9;9;9.0;2.0;pid;p1264
p1265;1;1;1.0;1.0;pid;p1265
p1266;8;8;8.0;2.0;pid;p1266
p1267;1;1;1.0;1.0;pid;p1267
p1268;3;3;3.0;1.0;pid;p1268
p1269;0;0;0.0;1.0;pid;p1269
p127;2;8;4.0;1.0;pid;p127
p1270;3;3;3.0;2.0;pid;p1270
p1271;-4;-4;-4.0;0.0;pid;p1271
p1272;2;2;2.0;1.0;pid;p1272
p1273;2;2;2.0;0.0;pid;p1273
p1274;3;3;3.0;1.0;pid;p1274
p1275;1;1;1.0;2.0;pid;p1275
p1276;1;1;1.0;2.0;pid;p1276
p1277;2;2;2.0;0.0;pid;p1277
p1278;1;1;1.0;1.0;pid;p1278
p1279;3;3;3.0;2.0;pid;p1279
p128;9;10;9.5;2.0;pid;p128
p1280;1;1;1.0;2.0;pid;p1280
p1281;1;1;1.0;2.0;pid;p1281
p1282;1;1;1.0;0.0;pid;p1282
p1283;1;1;1.0;1.0;pid;p1283
p1284;4;4;4.0;0.0;pid;p1284
p1285;1;1;1.0;0.0;pid;p1285
p1286;4;4;4.0;2.0;pid;p1286
p1287;15;15;15.0;2.0;pid;p1287
p1288;1;1;1.0;0.0;pid;p1288
p1289;5;5;5.0;2.0;pid;p1289
p129;6;42;24.0;0.0;pid;p129
p1290;2;3;2.5;0.0;pid;p1290
p1291;3;3;3.0;1.0;pid;p1291
p1292;4;4;4.0;0.0;pid;p1292
p1293;4;4;4.0;2.0;pid;p1293
p1294;11;11;11.0;1.0;pid;p1294
p1295;-1;31;7.4;0.0;pid;p1295
p1296;4;4;4.0;1.0;pid;p1296
p1297;3;25;14.0;1.0;pid;p1297
p1298;-2;-2;-2.0;;pid;p1298
p1299;1;20;8.2;1.0;pid;p1299
p13;4;4;4.0;0.0;pid;p13
p130;31;31;31.0;2.0;pid;p130
p1300;3;23;13.0;;pid;p1300
p1301;5;5;5.0;0.0;pid;p1301
p1302;2;3;2.5;;pid;p1302
p1303;1;1;1.0;;pid;p1303
p1304;5;5;5.0;;pid;p1304
p1305;5;5;5.0;2.0;pid;p1305
p1306;0;8;4.0;0.0;pid;p1306
p1307;3;6;4.5;0.0;pid;p1307
p1308;3;3;3.0;2.0;pid;p1308
p1309;1;1;1.0;0.0;pid;p1309
p131;1;20;9.33;2.0;pid;p131
p1310;1;1;1.0;0.0;pid;p1310
p1311;0;0;0.0;0.0;pid;p1311
p1312;3;3;3.0;1.0;pid;p1312
p1313;1;1;1.0;;pid;p1313
p1314;2;2;2.0;1.0;pid;p1314
p1315;3;3;3.0;1.0;pid;p1315
p1316;2;2;2.0;0.0;pid;p1316
p1317;3;3;3.0;0.0;pid;p1317
p1318;2;2;2.0;;pid;p1318
p1319;1;1;1.0;0.0;pid;p1319
p132;3;11;7.0;0.0;pid;p132
p1320;0;0;0.0;1.0;pid;p1320
p1321;0;1;0.5;0.0;pid;p1321
p1322;1;1;1.0;;pid;p1322
p1323;4;4;4.0;;pid;p1323
p1324;1;1;1.0;;pid;p1324
p1325;2;2;2.0;1.0;pid;p1325
p1326;2;55;28.5;1.0;pid;p1326
p1327;1;1;1.0;1.0;pid;p1327
p1328;1;1;1.0;2.0;pid;p1328
p1329;3;4;3.5;0.0;pid;p1329
p133;2;15;8.5;2.0;pid;p133
p1330;-3;8;1.67;2.0;pid;p1330
p1331;5;5;5.0;;pid;p1331
p1332;2;2;2.0;0.0;pid;p1332
p1333;2;2;2.0;;pid;p1333
p1334;8;8;8.0;0.0;pid;p1334
p1335;2;2;2.0;;pid;p1335
p1336;3;5;4.0;1.0;pid;p1336
p1337;3;3;3.0;;pid;p1337
p1338;1;1;1.0;;pid;p1338
p1339;1;1;1.0;;pid;p1339
p134;5;11;8.0;;pid;p134
p1340;6;6;6.0;;pid;p1340
p1341;3;3;3.0;0.0;pid;p1341
p1342;4;4;4.0;;pid;p1342
p1343;1;1;1.0;0.0;pid;p1343
p1344;2;2;2.0;;pid;p1344
p1345;2;2;2.0;2.0;pid;p1345
p1346;5;5;5.0;;pid;p1346
p1347;2;2;2.0;;pid;p1347
p1348;1;1;1.0;;pid;p1348
p1349;6;6;6.0;1.0;pid;p1349
p135;8;8;8.0;0.0;pid;p135
p1350;2;5;3.5;0.0;pid;p1350
p1351;3;3;3.0;1.0;pid;p1351
p1352;4;4;4.0;1.0;pid;p1352
p1353;2;2;2.0;1.0;pid;p1353
p1354;1;1;1.0;;pid;p1354
p1355;0;1;0.5;2.0;pid;p1355
p1356;4;4;4.0;2.0;pid;p1356
p1357;1;1;1.0;0.0;pid;p1357
p1358;27;27;27.0;0.0;pid;p1358
p1359;8;15;11.5;2.0;pid;p1359
p136;15;15;15.0;;pid;p136
p1360;0;0;0.0;0.0;pid;p1360
p1361;1;4;2.5;;pid;p1361
p1362;12;12;12.0;2.0;pid;p1362
p1363;2;2;2.0;;pid;p1363
p1364;1;1;1.0;0.0;pid;p1364
p1365;3;3;3.0;;pid;p1365
p1366;0;3;1.33;;pid;p1366
p1367;1;1;1.0;;pid;p1367
p1368;1;1;1.0;;pid;p1368
p1369;1;1;1.0;;pid;p1369
p137;4;4;4.0;;pid;p137
p1370;1;1;1.0;;pid;p1370
p1371;2;2;2.0;;pid;p1371
p1372;2;2;2.0;;pid;p1372
p1373;1;1;1.0;;pid;p1373
p1374;2;2;2.0;;pid;p1374
p1375;1;1;1.0;;pid;p1375
p1376;3;3;3.0;;pid;p1376
p1377;1;1;1.0;0.0;pid;p1377
p1378;0;0;0.0;;pid;p1378
p1379;0;0;0.0;;pid;p1379
p138;2;2;2.0;;pid;p138
p1380;1;1;1.0;;pid;p1380
p1381;0;0;0.0;;pid;p1381
p1382;1;1;1.0;;pid;p1382
p1383;1;1;1.0;;pid;p1383
p1384;1;1;1.0;;pid;p1384
p1385;2;2;2.0;;pid;p1385
p1386;1;1;1.0;;pid;p1386
p1387;2;2;2.0;;pid;p1387
p1388;1;1;1.0;;pid;p1388
p1389;3;3;3.0;0.0;pid;p1389
p139;4;4;4.0;0.0;pid;p139
p1390;3;3;3.0;0.0;pid;p1390
p1391;1;1;1.0;0.0;pid;p1391
p1392;2;2;2.0;;pid;p1392
p1393;1;7;5.0;;pid;p1393
p1394;4;4;4.0;;pid;p1394
p1395;5;31;18.0;0.0;pid;p1395
p1396;2;5;3.5;2.0;pid;p1396
p1397;-10;5;-0.2;0.0;pid;p1397
p1398;15;15;15.0;;pid;p1398
p1399;2;9;5.5;;pid;p1399
p14;4;4;4.0;;pid;p14
p140;2;2;2.0;;pid;p140
p1400;3;15;7.0;;pid;p1400
p1401;18;18;18.0;2.0;pid;p1401
p1402;3;11;7.0;1.0;pid;p1402
p1403;5;5;5.0;;pid;p1403
p1404;9;9;9.0;0.0;pid;p1404
p1405;-1;3;1.25;0.0;pid;p1405
p1406;2;2;2.0;0.0;pid;p1406
p1407;-2;11;4.67;0.0;pid;p1407
p1408;16;16;16.0;2.0;pid;p1408
p1409;1;1;1.0;0.0;pid;p1409
p141;0;2;1.0;0.0;pid;p141
p1410;16;56;36.0;2.0;pid;p1410
p1411;1;1;1.0;2.0;pid;p1411
p1412;1;1;1.0;0.0;pid;p1412
p1413;5;5;5.0;0.0;pid;p1413
p1414;3;20;11.5;1.0;pid;p1414
p1415;2;2;2.0;0.0;pid;p1415
p1416;0;0;0.0;0.0;pid;p1416
p1417;0;0;0.0;1.0;pid;p1417
p1418;6;6;6.0;1.0;pid;p1418
p1419;5;5;5.0;1.0;pid;p1419
p142;2;5;3.5;0.0;pid;p142
p1420;2;14;8.0;0.0;pid;p1420
p1421;0;0;0.0;0.0;pid;p1421
p1422;3;3;3.0;1.0;pid;p1422
p1423;2;2;2.0;0.0;pid;p1423
p1424;3;3;3.0;0.0;pid;p1424
p1425;2;2;2.0;1.0;pid;p1425
p1426;7;7;7.0;1.0;pid;p1426
p1427;2;2;2.0;0.0;pid;p1427
p1428;2;2;2.0;1.0;pid;p1428
p1429;-6;-6;-6.0;0.0;pid;p1429
p143;2;2;2.0;0.0;pid;p143
p1430;1;4;2.33;1.0;pid;p1430
p1431;2;2;2.0;2.0;pid;p1431
p1432;1;1;1.0;0.0;pid;p1432
p1433;0;0;0.0;0.0;pid;p1433
p1434;4;4;4.0;1.0;pid;p1434
p1435;0;0;0.0;1.0;pid;p1435
p1436;1;1;1.0;1.0;pid;p1436
p1437;-2;-2;-2.0;0.0;pid;p1437
p1438;2;2;2.0;0.0;pid;p1438
p1439;2;2;2.0;2.0;pid;p1439
p144;2;2;2.0;0.0;pid;p144
p1440;2;2;2.0;0.0;pid;p1440
p1441;1;1;1.0;2.0;pid;p1441
p1442;1;1;1.0;0.0;pid;p1442
p1443;1;1;1.0;1.0;pid;p1443
p1444;1;1;1.0;1.0;pid;p1444
p1445;1;1;1.0;2.0;pid;p1445
p1446;1;1;1.0;1.0;pid;p1446
p1447;2;2;2.0;2.0;pid;p1447
p1448;7;18;12.5;0.0;pid;p1448
p1449;1;1;1.0;0.0;pid;p1449
p145;2;2;2.0;0.0;pid;p145
p1450;7;7;7.0;0.0;pid;p1450
p1451;9;11;10.0;0.0;pid;p1451
p1452;5;5;5.0;1.0;pid;p1452
p1453;1;1;1.0;1.0;pid;p1453
p1454;1;1;1.0;0.0;pid;p1454
p1455;2;2;2.0;0.0;pid;p1455
p1456;10;10;10.0;0.0;pid;p1456
p1457;5;5;5.0;0.0;pid;p1457
p1458;1;1;1.0;;pid;p1458
p1459;6;49;16.2;1.0;pid;p1459
p146;1;1;1.0;0.0;pid;p146
p1460;3;16;9.5;0.0;pid;p1460
p1461;16;22;19.0;0.0;pid;p1461
p1462;10;10;10.0;0.0;pid;p1462
p1463;14;50;32.0;;pid;p1463
p1464;7;7;7.0;0.0;pid;p1464
p1465;1;129;18.5;0.0;pid;p1465
p1466;4;4;4.0;0.0;pid;p1466
p1467;1;11;4.2;;pid;p1467
p1468;-20;68;11.67;1.0;pid;p1468
p1469;8;8;8.0;;pid;p1469
p147;1;1;1.0;;pid;p147
p1470;1;91;26.75;;pid;p1470
p1471;12;12;12.0;;pid;p1471
p1472;1;1;1.0;;pid;p1472
p1473;9;9;9.0;2.0;pid;p1473
p1474;2;2;2.0;1.0;pid;p1474
p1475;20;20;20.0;2.0;pid;p1475
p1476;-12;-12;-12.0;1.0;pid;p1476
p1477;3;11;7.0;2.0;pid;p1477
p1478;-10;-10;-10.0;0.0;pid;p1478
p1479;6;6;6.0;1.0;pid;p1479
p148;2;2;2.0;1.0;pid;p148
p1480;6;6;6.0;1.0;pid;p1480
p1481;3;3;3.0;;pid;p1481
p1482;6;6;6.0;;pid;p1482
p1483;0;0;0.0;0.0;pid;p1483
p1484;6;6;6.0;;pid;p1484
p1485;14;14;14.0;;pid;p1485
p1486;-1;-1;-1.0;;pid;p1486
p1487;3;3;3.0;;pid;p1487
p1488;1;1;1.0;0.0;pid;p1488
p1489;0;0;0.0;0.0;pid;p1489
p149;2;13;7.5;2.0;pid;p149
p1490;20;20;20.0;0.0;pid;p1490
p1491;7;7;7.0;2.0;pid;p1491
p1492;4;18;11.0;2.0;pid;p1492
p1493;0;0;0.0;1.0;pid;p1493
p1494;6;6;6.0;2.0;pid;p1494
p1495;14;14;14.0;;pid;p1495
p1496;1;12;6.0;1.0;pid;p1496
p1497;7;7;7.0;0.0;pid;p1497
p1498;2;7;4.5;0.0;pid;p1498
p1499;1;1;1.0;;pid;p1499
p15;2;2;2.0;1.0;pid;p15
p150;-24;-24;-24.0;0.0;pid;p150
p1500;-1;3;1.0;;pid;p1500
p1501;6;6;6.0;;pid;p1501
p1502;2;2;2.0;;pid;p1502
p1503;-1;6;2.67;;pid;p1503
p1504;4;4;4.0;;pid;p1504
p1505;2;2;2.0;;pid;p1505
p1506;-3;33;15.0;2.0;pid;p1506
p1507;3;3;3.0;1.0;pid;p1507
p1508;3;3;3.0;0.0;pid;p1508
p1509;0;4;2.0;1.0;pid;p1509
p151;-21;-21;-21.0;;pid;p151
p1510;1;8;4.5;0.0;pid;p1510
p1511;1;1;1.0;;pid;p1511
p1512;2;2;2.0;1.0;pid;p1512
p1513;2;2;2.0;;pid;p1513
p1514;14;14;14.0;;pid;p1514
p1515;1;1;1.0;0.0;pid;p1515
p1516;2;2;2.0;;pid;p1516
p1517;7;7;7.0;0.0;pid;p1517
p1518;0;1;0.5;0.0;pid;p1518
p1519;8;8;8.0;0.0;pid;p1519
p152;-10;-10;-10.0;;pid;p152
p1520;0;0;0.0;;pid;p1520
p1521;3;3;3.0;;pid;p1521
p1522;4;4;4.0;;pid;p1522
p1523;-53;75;11.0;0.0;pid;p1523
p1524;45;45;45.0;0.0;pid;p1524
p1525;7;7;7.0;0.0;pid;p1525
p1526;4;73;24.14;2.0;pid;p1526
p1527;3;3;3.0;2.0;pid;p1527
p1528;58;58;58.0;0.0;pid;p1528
p1529;27;27;27.0;1.0;pid;p1529
